Week,Year,GID,Name,Pos,Team,h/a,Oppt,FD points,FD salary
16,2018,6428,"Carlson, Daniel",PK,oak,h,den,11,
16,2018,6242,"Rosas, Aldrick",PK,nyg,a,ind,10,
16,2018,6194,"Bailey, Dan",PK,min,a,det,9,
16,2018,6224,"Santos, Cairo",PK,tam,a,dal,9,
16,2018,6422,"Elliott, Jake",PK,phi,h,hou,9,
16,2018,6225,"Boswell, Chris",PK,pit,a,nor,9,
16,2018,6096,"Gould, Robbie",PK,sfo,h,chi,9,
16,2018,6236,"Myers, Jason",PK,nyj,h,gnb,8,
16,2018,6239,"Lutz, Wil",PK,nor,h,pit,8,
16,2018,6430,"Joseph, Greg",PK,cle,h,cin,8,
16,2018,6169,"Succop, Ryan",PK,ten,h,was,8,
16,2018,6048,"Janikowski, Sebastian",PK,sea,h,kan,8,
16,2018,6167,"Hauschka, Steven",PK,buf,a,nwe,7,
16,2018,6205,"Zuerlein, Greg",PK,lar,a,ari,7,
16,2018,6071,"Bryant, Matt",PK,atl,a,car,6,
16,2018,6229,"Catanzaro, Chandler",PK,car,h,atl,6,
16,2018,6098,"Gostkowski, Stephen",PK,nwe,h,buf,6,
16,2018,6241,"Fairbairn, Ka'imi",PK,hou,a,phi,6,
16,2018,6203,"Bullock, Randy",PK,cin,a,cle,6,
16,2018,6208,"Forbath, Kai",PK,jac,a,mia,5,
16,2018,6037,"Vinatieri, Adam",PK,ind,h,nyg,4,
16,2018,6432,"Badgley, Mike",PK,lac,h,bal,4,
16,2018,6240,"Gonzalez, Zane",PK,ari,h,lar,3,
16,2018,6227,"McManus, Brandon",PK,den,a,oak,2,
16,2018,6230,"Parkey, Cody",PK,chi,a,sfo,2,
16,2018,6427,"Sanders, Jason",PK,mia,h,jac,1,
17,2018,6206,"Tucker, Justin",PK,bal,h,cle,15,
17,2018,6240,"Gonzalez, Zane",PK,ari,a,sea,14,
17,2018,6205,"Zuerlein, Greg",PK,lar,h,sfo,14,
17,2018,6159,"Prater, Matt",PK,det,a,gnb,12.32,
17,2018,6071,"Bryant, Matt",PK,atl,a,tam,11,
17,2018,6229,"Catanzaro, Chandler",PK,car,a,nor,11,
17,2018,6037,"Vinatieri, Adam",PK,ind,a,ten,11,
17,2018,6431,"McCrane, Matthew",PK,pit,h,cin,11,
17,2018,6242,"Rosas, Aldrick",PK,nyg,h,dal,10,
17,2018,6048,"Janikowski, Sebastian",PK,sea,h,ari,10,
17,2018,6224,"Santos, Cairo",PK,tam,h,atl,9,
17,2018,6098,"Gostkowski, Stephen",PK,nwe,h,nyj,8,
17,2018,6241,"Fairbairn, Ka'imi",PK,hou,h,jac,8,
17,2018,6203,"Bullock, Randy",PK,cin,a,pit,8,
17,2018,6430,"Joseph, Greg",PK,cle,a,bal,6,
17,2018,6422,"Elliott, Jake",PK,phi,a,was,6,
17,2018,6096,"Gould, Robbie",PK,sfo,a,lar,6,
17,2018,6167,"Hauschka, Steven",PK,buf,h,mia,6,
17,2018,6194,"Bailey, Dan",PK,min,h,chi,5,
17,2018,6169,"Succop, Ryan",PK,ten,h,ind,5,
17,2018,6427,"Sanders, Jason",PK,mia,a,buf,5,
17,2018,6230,"Parkey, Cody",PK,chi,a,min,5,
17,2018,6423,"Butker, Harrison",PK,kan,h,oak,5,
17,2018,6428,"Carlson, Daniel",PK,oak,a,kan,5,
17,2018,6236,"Myers, Jason",PK,nyj,a,nwe,4,
17,2018,6429,"Maher, Brett",PK,dal,a,nyg,4,
17,2018,6227,"McManus, Brandon",PK,den,h,lac,3,
17,2018,6208,"Forbath, Kai",PK,jac,a,hou,3,
17,2018,6432,"Badgley, Mike",PK,lac,a,den,3,
17,2018,6239,"Lutz, Wil",PK,nor,h,car,2,
1,2019,6423,"Butker, Harrison",PK,kan,a,jac,17,
1,2019,6098,"Gostkowski, Stephen",PK,nwe,h,pit,16,
1,2019,6239,"Lutz, Wil",PK,nor,h,hou,15,
1,2019,6205,"Zuerlein, Greg",PK,lar,a,car,15,
1,2019,6240,"Gonzalez, Zane",PK,ari,h,det,14,
1,2019,6224,"Santos, Cairo",PK,ten,a,cle,13,
1,2019,6096,"Gould, Robbie",PK,sfo,a,tam,12,
1,2019,6437,"Slye, Joey",PK,car,h,lar,12,
1,2019,6209,"Hopkins, Dustin",PK,was,a,phi,11,
1,2019,6159,"Prater, Matt",PK,det,a,ari,11,
1,2019,6206,"Tucker, Justin",PK,bal,a,mia,11,
1,2019,6227,"McManus, Brandon",PK,den,a,oak,10,
1,2019,6233,"Lambo, Josh",PK,jac,h,kan,8,
1,2019,6203,"Bullock, Randy",PK,cin,a,sea,8,
1,2019,6422,"Elliott, Jake",PK,phi,h,was,6,
1,2019,6427,"Sanders, Jason",PK,mia,h,bal,6,
1,2019,6167,"Hauschka, Steven",PK,buf,a,nyj,6,
1,2019,6428,"Carlson, Daniel",PK,oak,h,den,6,
1,2019,6429,"Maher, Brett",PK,dal,h,nyg,5,
1,2019,6242,"Rosas, Aldrick",PK,nyg,a,dal,5,
1,2019,6037,"Vinatieri, Adam",PK,ind,a,lac,5,
1,2019,6436,"Gay, Matt",PK,tam,h,sfo,5,
1,2019,6194,"Bailey, Dan",PK,min,h,atl,4,
1,2019,6241,"Fairbairn, Ka'imi",PK,hou,a,nor,4,
1,2019,6104,"Crosby, Mason",PK,gnb,a,chi,4,
1,2019,6236,"Myers, Jason",PK,sea,h,cin,3,
1,2019,6225,"Boswell, Chris",PK,pit,a,nwe,3,
1,2019,6433,"Pineiro, Eddy",PK,chi,h,gnb,3,
1,2019,6434,"Seibert, Austin",PK,cle,h,ten,1,
